kecamatan,kelurahan,lintang_selatan,bujur_timur,parameter,hasil_analisa
Kemayoran,Kemayoran,"06?10’03,8”","106?50’37,0''",Fluorida,0
Kemayoran,Kemayoran,"06?10’03,8”","106?50’37,0''",Cadmium (Cd),0
Kemayoran,Kemayoran,"06?10’03,8”","106?50’37,0''",Kesadahan,81
Kemayoran,Kemayoran,"06?10’03,8”","106?50’37,0''",Krom Heksavalen,<0.003
Kemayoran,Kemayoran,"06?10’03,8”","106?50’37,0''",Mangan (Mn),<0.05
Kemayoran,Kemayoran,"06?10’03,8”","106?50’37,0''",Nitrat,1
Kemayoran,Kemayoran,"06?10’03,8”","106?50’37,0''",Nitrit,0
Kemayoran,Kemayoran,"06?10’03,8”","106?50’37,0''",Seng (Zn),<0.01
Kemayoran,Kemayoran,"06?10’03,8”","106?50’37,0''",Sulfat,34
Kemayoran,Kemayoran,"06?10’03,8”","106?50’37,0''",Timah Hitam (Pb),0
Kemayoran,Kemayoran,"06?10’03,8”","106?50’37,0''",Detergen,0
Kemayoran,Kemayoran,"06?10’03,8”","106?50’37,0''",Zat Organik,0
Kemayoran,Kemayoran,"06?10’03,8”","106?50’37,0''",Total Coliform,0
Kemayoran,Kemayoran,"06?10’03,8”","106?50’37,0''",E.Coli,0
Kemayoran,Kemayoran,"06?10’03,8”","106?50’37,0''",Indeks Pencemaran,1
Kemayoran,Kemayoran,"06?10’03,8”","106?50’37,0''",Kategori,Tercemar Ringan
Kemayoran,Serdang,"06o09’33,4”","106o51’23,2”",Warna,28
Kemayoran,Serdang,"06o09’33,4”","106o51’23,2”",Kekeruhan,0
Kemayoran,Serdang,"06o09’33,4”","106o51’23,2”",Air Raksa,<0.0003
Kemayoran,Serdang,"06o09’33,4”","106o51’23,2”",Besi (Fe),0
Kemayoran,Serdang,"06o09’33,4”","106o51’23,2”",Fluorida,0
Kemayoran,Serdang,"06o09’33,4”","106o51’23,2”",Cadmium (Cd),0
Kemayoran,Serdang,"06o09’33,4”","106o51’23,2”",Kesadahan,86
Kemayoran,Serdang,"06o09’33,4”","106o51’23,2”",Krom Heksavalen,<0.003
Kemayoran,Serdang,"06o09’33,4”","106o51’23,2”",Mangan (Mn),<0.05
Kemayoran,Serdang,"06o09’33,4”","106o51’23,2”",Nitrat,1
Kemayoran,Serdang,"06o09’33,4”","106o51’23,2”",Nitrit,0
Kemayoran,Serdang,"06o09’33,4”","106o51’23,2”",Seng (Zn),0
Kemayoran,Serdang,"06o09’33,4”","106o51’23,2”",Sulfat,49
Kemayoran,Serdang,"06o09’33,4”","106o51’23,2”",Timah Hitam (Pb),0
Kemayoran,Serdang,"06o09’33,4”","106o51’23,2”",Detergen,<0.03
Kemayoran,Serdang,"06o09’33,4”","106o51’23,2”",Zat Organik,0
Kemayoran,Serdang,"06o09’33,4”","106o51’23,2”",Total Coliform,0
Kemayoran,Serdang,"06o09’33,4”","106o51’23,2”",E.Coli,0
Kemayoran,Serdang,"06o09’33,4”","106o51’23,2”",Indeks Pencemaran,0
Kemayoran,Serdang,"06o09’33,4”","106o51’23,2”",Kategori,MemenuhiBaku Mutu
Kemayoran,Sumur Batu,"06o09’52,8”","106o52’16,3”",Warna,22
Kemayoran,Sumur Batu,"06o09’52,8”","106o52’16,3”",Kekeruhan,0
Kemayoran,Sumur Batu,"06o09’52,8”","106o52’16,3”",Air Raksa,<0.0003
Kemayoran,Sumur Batu,"06o09’52,8”","106o52’16,3”",Besi (Fe),0
Kemayoran,Sumur Batu,"06o09’52,8”","106o52’16,3”",Fluorida,1
Kemayoran,Sumur Batu,"06o09’52,8”","106o52’16,3”",Cadmium (Cd),0
Kemayoran,Sumur Batu,"06o09’52,8”","106o52’16,3”",Kesadahan,19
Kemayoran,Sumur Batu,"06o09’52,8”","106o52’16,3”",Krom Heksavalen,<0.003
Kemayoran,Sumur Batu,"06o09’52,8”","106o52’16,3”",Mangan (Mn),<0.05
Kemayoran,Sumur Batu,"06o09’52,8”","106o52’16,3”",Nitrat,0
Kemayoran,Sumur Batu,"06o09’52,8”","106o52’16,3”",Nitrit,0
Kemayoran,Sumur Batu,"06o09’52,8”","106o52’16,3”",Seng (Zn),<0.01
Kemayoran,Sumur Batu,"06o09’52,8”","106o52’16,3”",Sulfat,28
Kemayoran,Sumur Batu,"06o09’52,8”","106o52’16,3”",Timah Hitam (Pb),0
Kemayoran,Sumur Batu,"06o09’52,8”","106o52’16,3”",Detergen,0
Kemayoran,Sumur Batu,"06o09’52,8”","106o52’16,3”",Zat Organik,0
Kemayoran,Sumur Batu,"06o09’52,8”","106o52’16,3”",Total Coliform,100
Kemayoran,Sumur Batu,"06o09’52,8”","106o52’16,3”",E.Coli,0
Kemayoran,Sumur Batu,"06o09’52,8”","106o52’16,3”",Indeks Pencemaran,1
Kemayoran,Sumur Batu,"06o09’52,8”","106o52’16,3”",Kategori,Tercemar Ringan
Kemayoran,Utan Panjang,"06o09’45,3”","106o51’17,3”",Warna,25
Kemayoran,Utan Panjang,"06o09’45,3”","106o51’17,3”",Kekeruhan,0
Kemayoran,Utan Panjang,"06o09’45,3”","106o51’17,3”",Air Raksa,<0.0003
Kemayoran,Utan Panjang,"06o09’45,3”","106o51’17,3”",Besi (Fe),0
Kemayoran,Utan Panjang,"06o09’45,3”","106o51’17,3”",Fluorida,0
Kemayoran,Utan Panjang,"06o09’45,3”","106o51’17,3”",Cadmium (Cd),0
Kemayoran,Utan Panjang,"06o09’45,3”","106o51’17,3”",Kesadahan,81
Kemayoran,Utan Panjang,"06o09’45,3”","106o51’17,3”",Krom Heksavalen,<0.003
Kemayoran,Utan Panjang,"06o09’45,3”","106o51’17,3”",Mangan (Mn),<0.05
Kemayoran,Utan Panjang,"06o09’45,3”","106o51’17,3”",Nitrat,1
Kemayoran,Utan Panjang,"06o09’45,3”","106o51’17,3”",Nitrit,0
Kemayoran,Utan Panjang,"06o09’45,3”","106o51’17,3”",Seng (Zn),<0.01
Kemayoran,Utan Panjang,"06o09’45,3”","106o51’17,3”",Sulfat,46
Kemayoran,Utan Panjang,"06o09’45,3”","106o51’17,3”",Timah Hitam (Pb),0
Kemayoran,Utan Panjang,"06o09’45,3”","106o51’17,3”",Detergen,0
Kemayoran,Utan Panjang,"06o09’45,3”","106o51’17,3”",Zat Organik,0
Kemayoran,Utan Panjang,"06o09’45,3”","106o51’17,3”",Total Coliform,0
Kemayoran,Utan Panjang,"06o09’45,3”","106o51’17,3”",E.Coli,0
Kemayoran,Utan Panjang,"06o09’45,3”","106o51’17,3”",Indeks Pencemaran,1
Kemayoran,Utan Panjang,"06o09’45,3”","106o51’17,3”",Kategori,Tercemar Ringan
Kemayoran,Kebon Kosong,"06o11’08,1”","106o48’27,0”",Warna,42
Kemayoran,Kebon Kosong,"06o11’08,1”","106o48’27,0”",Kekeruhan,1
Kemayoran,Kebon Kosong,"06o11’08,1”","106o48’27,0”",Air Raksa,<0.0003
Kemayoran,Kebon Kosong,"06o11’08,1”","106o48’27,0”",Besi (Fe),0
Kemayoran,Kebon Kosong,"06o11’08,1”","106o48’27,0”",Fluorida,0
Kemayoran,Kebon Kosong,"06o11’08,1”","106o48’27,0”",Cadmium (Cd),0
Kemayoran,Kebon Kosong,"06o11’08,1”","106o48’27,0”",Kesadahan,133
Kemayoran,Kebon Kosong,"06o11’08,1”","106o48’27,0”",Krom Heksavalen,<0.003
Kemayoran,Kebon Kosong,"06o11’08,1”","106o48’27,0”",Mangan (Mn),<0.05
Kemayoran,Kebon Kosong,"06o11’08,1”","106o48’27,0”",Nitrat,0
Kemayoran,Kebon Kosong,"06o11’08,1”","106o48’27,0”",Nitrit,0
Kemayoran,Kebon Kosong,"06o11’08,1”","106o48’27,0”",Seng (Zn),<0.01
Kemayoran,Kebon Kosong,"06o11’08,1”","106o48’27,0”",Sulfat,62
Kemayoran,Kebon Kosong,"06o11’08,1”","106o48’27,0”",Timah Hitam (Pb),0
Kemayoran,Kebon Kosong,"06o11’08,1”","106o48’27,0”",Detergen,0
Kemayoran,Kebon Kosong,"06o11’08,1”","106o48’27,0”",Zat Organik,0
Kemayoran,Kebon Kosong,"06o11’08,1”","106o48’27,0”",Total Coliform,0
Kemayoran,Kebon Kosong,"06o11’08,1”","106o48’27,0”",E.Coli,0
Kemayoran,Kebon Kosong,"06o11’08,1”","106o48’27,0”",Indeks Pencemaran,1
Kemayoran,Kebon Kosong,"06o11’08,1”","106o48’27,0”",Kategori,Tercemar Ringan
Senen,Keramat,"06o11’06,3”","106o50’52,4”",Warna,24
Senen,Keramat,"06o11’06,3”","106o50’52,4”",Kekeruhan,0
Senen,Keramat,"06o11’06,3”","106o50’52,4”",Air Raksa,<0.0003
Senen,Keramat,"06o11’06,3”","106o50’52,4”",Besi (Fe),0
Senen,Keramat,"06o11’06,3”","106o50’52,4”",Fluorida,0
Senen,Keramat,"06o11’06,3”","106o50’52,4”",Cadmium (Cd),0
Senen,Keramat,"06o11’06,3”","106o50’52,4”",Kesadahan,68
Senen,Keramat,"06o11’06,3”","106o50’52,4”",Krom Heksavalen,<0.003
Senen,Keramat,"06o11’06,3”","106o50’52,4”",Mangan (Mn),<0.05
Senen,Keramat,"06o11’06,3”","106o50’52,4”",Nitrat,1
Senen,Keramat,"06o11’06,3”","106o50’52,4”",Nitrit,0
Senen,Keramat,"06o11’06,3”","106o50’52,4”",Seng (Zn),<0.01
Senen,Keramat,"06o11’06,3”","106o50’52,4”",Sulfat,19
Senen,Keramat,"06o11’06,3”","106o50’52,4”",Timah Hitam (Pb),0
Senen,Keramat,"06o11’06,3”","106o50’52,4”",Detergen,<0.03
Senen,Keramat,"06o11’06,3”","106o50’52,4”",Zat Organik,5
Senen,Keramat,"06o11’06,3”","106o50’52,4”",Total Coliform,32000
Senen,Keramat,"06o11’06,3”","106o50’52,4”",E.Coli,0
Senen,Keramat,"06o11’06,3”","106o50’52,4”",Indeks Pencemaran,10
Senen,Keramat,"06o11’06,3”","106o50’52,4”",Kategori,Tercemar Berat
Senen,Bungur,"06o10’07,6”","106o50’47,3”",Warna,25
Senen,Bungur,"06o10’07,6”","106o50’47,3”",Kekeruhan,0
Senen,Bungur,"06o10’07,6”","106o50’47,3”",Air Raksa,<0.0003
Senen,Bungur,"06o10’07,6”","106o50’47,3”",Besi (Fe),0
Senen,Bungur,"06o10’07,6”","106o50’47,3”",Fluorida,0
Senen,Bungur,"06o10’07,6”","106o50’47,3”",Cadmium (Cd),0
Senen,Bungur,"06o10’07,6”","106o50’47,3”",Kesadahan,45
Senen,Bungur,"06o10’07,6”","106o50’47,3”",Krom Heksavalen,<0.003
Senen,Bungur,"06o10’07,6”","106o50’47,3”",Mangan (Mn),<0.05
Senen,Bungur,"06o10’07,6”","106o50’47,3”",Nitrat,3
Senen,Bungur,"06o10’07,6”","106o50’47,3”",Nitrit,0
Senen,Bungur,"06o10’07,6”","106o50’47,3”",Seng (Zn),0
Senen,Bungur,"06o10’07,6”","106o50’47,3”",Sulfat,18
Senen,Bungur,"06o10’07,6”","106o50’47,3”",Timah Hitam (Pb),0
Senen,Bungur,"06o10’07,6”","106o50’47,3”",Detergen,<0.03
Senen,Bungur,"06o10’07,6”","106o50’47,3”",Zat Organik,0
Senen,Bungur,"06o10’07,6”","106o50’47,3”",Total Coliform,2800
Senen,Bungur,"06o10’07,6”","106o50’47,3”",E.Coli,0
Senen,Bungur,"06o10’07,6”","106o50’47,3”",Indeks Pencemaran,6
Senen,Bungur,"06o10’07,6”","106o50’47,3”",Kategori,Tercemar Sedang
Senen,Kenari,"06o11’27,6”","106o50’45,7”",Warna,25
Senen,Kenari,"06o11’27,6”","106o50’45,7”",Kekeruhan,0
Senen,Kenari,"06o11’27,6”","106o50’45,7”",Air Raksa,<0.0003
Senen,Kenari,"06o11’27,6”","106o50’45,7”",Besi (Fe),0
Senen,Kenari,"06o11’27,6”","106o50’45,7”",Fluorida,0
Senen,Kenari,"06o11’27,6”","106o50’45,7”",Cadmium (Cd),0
Senen,Kenari,"06o11’27,6”","106o50’45,7”",Kesadahan,55
Senen,Kenari,"06o11’27,6”","106o50’45,7”",Krom Heksavalen,<0.003
Senen,Kenari,"06o11’27,6”","106o50’45,7”",Mangan (Mn),<0.05
Senen,Kenari,"06o11’27,6”","106o50’45,7”",Nitrat,1
Senen,Kenari,"06o11’27,6”","106o50’45,7”",Nitrit,0
Senen,Kenari,"06o11’27,6”","106o50’45,7”",Seng (Zn),0
Senen,Kenari,"06o11’27,6”","106o50’45,7”",Sulfat,17
Senen,Kenari,"06o11’27,6”","106o50’45,7”",Timah Hitam (Pb),0
Senen,Kenari,"06o11’27,6”","106o50’45,7”",Detergen,0
Senen,Kenari,"06o11’27,6”","106o50’45,7”",Zat Organik,3
Senen,Kenari,"06o11’27,6”","106o50’45,7”",Total Coliform,1100
Senen,Kenari,"06o11’27,6”","106o50’45,7”",E.Coli,0
Senen,Kenari,"06o11’27,6”","106o50’45,7”",Indeks Pencemaran,5
Senen,Kenari,"06o11’27,6”","106o50’45,7”",Kategori,Tercemar Sedang
Senen,Kwitang,"06o18’75,2”","106o84’04,3”",Warna,22
Senen,Kwitang,"06o18’75,2”","106o84’04,3”",Kekeruhan,0
Senen,Kwitang,"06o18’75,2”","106o84’04,3”",Air Raksa,<0.0003
Senen,Kwitang,"06o18’75,2”","106o84’04,3”",Besi (Fe),0
Senen,Kwitang,"06o18’75,2”","106o84’04,3”",Fluorida,0
Senen,Kwitang,"06o18’75,2”","106o84’04,3”",Cadmium (Cd),0
Senen,Kwitang,"06o18’75,2”","106o84’04,3”",Kesadahan,56
Senen,Kwitang,"06o18’75,2”","106o84’04,3”",Krom Heksavalen,<0.003
Senen,Kwitang,"06o18’75,2”","106o84’04,3”",Mangan (Mn),<0.05
Senen,Kwitang,"06o18’75,2”","106o84’04,3”",Nitrat,1
Senen,Kwitang,"06o18’75,2”","106o84’04,3”",Nitrit,0
Senen,Kwitang,"06o18’75,2”","106o84’04,3”",Seng (Zn),<0.01
Senen,Kwitang,"06o18’75,2”","106o84’04,3”",Sulfat,19
Senen,Kwitang,"06o18’75,2”","106o84’04,3”",Timah Hitam (Pb),0
Senen,Kwitang,"06o18’75,2”","106o84’04,3”",Detergen,0
Senen,Kwitang,"06o18’75,2”","106o84’04,3”",Zat Organik,4
Senen,Kwitang,"06o18’75,2”","106o84’04,3”",Total Coliform,26000
Senen,Kwitang,"06o18’75,2”","106o84’04,3”",E.Coli,0
Senen,Kwitang,"06o18’75,2”","106o84’04,3”",Indeks Pencemaran,10
Senen,Kwitang,"06o18’75,2”","106o84’04,3”",Kategori,Tercemar Berat
Senen,Paseban,"06o11’29,5”","106o51’14,5”",Warna,19
Senen,Paseban,"06o11’29,5”","106o51’14,5”",Kekeruhan,0
Senen,Paseban,"06o11’29,5”","106o51’14,5”",Air Raksa,<0.0003
Senen,Paseban,"06o11’29,5”","106o51’14,5”",Besi (Fe),0
Senen,Paseban,"06o11’29,5”","106o51’14,5”",Fluorida,0
Senen,Paseban,"06o11’29,5”","106o51’14,5”",Cadmium (Cd),0
Senen,Paseban,"06o11’29,5”","106o51’14,5”",Kesadahan,87
Senen,Paseban,"06o11’29,5”","106o51’14,5”",Krom Heksavalen,<0.003
Senen,Paseban,"06o11’29,5”","106o51’14,5”",Mangan (Mn),<0.05
Senen,Paseban,"06o11’29,5”","106o51’14,5”",Nitrat,2
Senen,Paseban,"06o11’29,5”","106o51’14,5”",Nitrit,0
Senen,Paseban,"06o11’29,5”","106o51’14,5”",Seng (Zn),<0.01
Senen,Paseban,"06o11’29,5”","106o51’14,5”",Sulfat,17
Senen,Paseban,"06o11’29,5”","106o51’14,5”",Timah Hitam (Pb),0
Senen,Paseban,"06o11’29,5”","106o51’14,5”",Detergen,<0.03
Senen,Paseban,"06o11’29,5”","106o51’14,5”",Zat Organik,0
Senen,Paseban,"06o11’29,5”","106o51’14,5”",Total Coliform,100
Senen,Paseban,"06o11’29,5”","106o51’14,5”",E.Coli,0
Senen,Paseban,"06o11’29,5”","106o51’14,5”",Indeks Pencemaran,1
Senen,Paseban,"06o11’29,5”","106o51’14,5”",Kategori,Tercemar Ringan
Senen,Senen (Polsek),"06o10’20,30”","106o50’34,47”",Warna,29
Senen,Senen (Polsek),"06o10’20,30”","106o50’34,47”",Kekeruhan,0
Senen,Senen (Polsek),"06o10’20,30”","106o50’34,47”",Air Raksa,<0.0003
Senen,Senen (Polsek),"06o10’20,30”","106o50’34,47”",Besi (Fe),0
Senen,Senen (Polsek),"06o10’20,30”","106o50’34,47”",Fluorida,0
Senen,Senen (Polsek),"06o10’20,30”","106o50’34,47”",Cadmium (Cd),0
Senen,Senen (Polsek),"06o10’20,30”","106o50’34,47”",Kesadahan,62
Senen,Senen (Polsek),"06o10’20,30”","106o50’34,47”",Krom Heksavalen,<0.003
Senen,Senen (Polsek),"06o10’20,30”","106o50’34,47”",Mangan (Mn),<0.05
Senen,Senen (Polsek),"06o10’20,30”","106o50’34,47”",Nitrat,1
Senen,Senen (Polsek),"06o10’20,30”","106o50’34,47”",Nitrit,0
Senen,Senen (Polsek),"06o10’20,30”","106o50’34,47”",Seng (Zn),<0.01
Senen,Senen (Polsek),"06o10’20,30”","106o50’34,47”",Sulfat,43
Senen,Senen (Polsek),"06o10’20,30”","106o50’34,47”",Timah Hitam (Pb),0
Senen,Senen (Polsek),"06o10’20,30”","106o50’34,47”",Detergen,0
Senen,Senen (Polsek),"06o10’20,30”","106o50’34,47”",Zat Organik,8
Senen,Senen (Polsek),"06o10’20,30”","106o50’34,47”",Total Coliform,0
Senen,Senen (Polsek),"06o10’20,30”","106o50’34,47”",E.Coli,0
Senen,Senen (Polsek),"06o10’20,30”","106o50’34,47”",Indeks Pencemaran,0
Senen,Senen (Polsek),"06o10’20,30”","106o50’34,47”",Kategori,MemenuhiBaku Mutu
Cempaka Putih,Cempaka Putih Barat,"06o11’01,4”","106o52’03,3”",Warna,31
Cempaka Putih,Cempaka Putih Barat,"06o11’01,4”","106o52’03,3”",Kekeruhan,0
Cempaka Putih,Cempaka Putih Barat,"06o11’01,4”","106o52’03,3”",Air Raksa,<0.0003
Cempaka Putih,Cempaka Putih Barat,"06o11’01,4”","106o52’03,3”",Besi (Fe),0
Cempaka Putih,Cempaka Putih Barat,"06o11’01,4”","106o52’03,3”",Fluorida,0
Cempaka Putih,Cempaka Putih Barat,"06o11’01,4”","106o52’03,3”",Cadmium (Cd),0
Cempaka Putih,Cempaka Putih Barat,"06o11’01,4”","106o52’03,3”",Kesadahan,100
Cempaka Putih,Cempaka Putih Barat,"06o11’01,4”","106o52’03,3”",Krom Heksavalen,<0.003
Cempaka Putih,Cempaka Putih Barat,"06o11’01,4”","106o52’03,3”",Mangan (Mn),<0.05
Cempaka Putih,Cempaka Putih Barat,"06o11’01,4”","106o52’03,3”",Nitrat,0
Cempaka Putih,Cempaka Putih Barat,"06o11’01,4”","106o52’03,3”",Nitrit,0
Cempaka Putih,Cempaka Putih Barat,"06o11’01,4”","106o52’03,3”",Seng (Zn),<0.01
Cempaka Putih,Cempaka Putih Barat,"06o11’01,4”","106o52’03,3”",Sulfat,24
Cempaka Putih,Cempaka Putih Barat,"06o11’01,4”","106o52’03,3”",Timah Hitam (Pb),0
Cempaka Putih,Cempaka Putih Barat,"06o11’01,4”","106o52’03,3”",Detergen,0
Cempaka Putih,Cempaka Putih Barat,"06o11’01,4”","106o52’03,3”",Zat Organik,1
Cempaka Putih,Cempaka Putih Barat,"06o11’01,4”","106o52’03,3”",Total Coliform,41000
Cempaka Putih,Cempaka Putih Barat,"06o11’01,4”","106o52’03,3”",E.Coli,0
Cempaka Putih,Cempaka Putih Barat,"06o11’01,4”","106o52’03,3”",Indeks Pencemaran,11
Cempaka Putih,Cempaka Putih Barat,"06o11’01,4”","106o52’03,3”",Kategori,Tercemar Berat
Cempaka Putih,Cempaka Putih Timur,"06o10’00,8”","106o52’15,7”",Warna,28
Cempaka Putih,Cempaka Putih Timur,"06o10’00,8”","106o52’15,7”",Kekeruhan,1
Cempaka Putih,Cempaka Putih Timur,"06o10’00,8”","106o52’15,7”",Air Raksa,<0.0003
Cempaka Putih,Cempaka Putih Timur,"06o10’00,8”","106o52’15,7”",Besi (Fe),0
Cempaka Putih,Cempaka Putih Timur,"06o10’00,8”","106o52’15,7”",Fluorida,0
Cempaka Putih,Cempaka Putih Timur,"06o10’00,8”","106o52’15,7”",Cadmium (Cd),0
Cempaka Putih,Cempaka Putih Timur,"06o10’00,8”","106o52’15,7”",Kesadahan,53
Cempaka Putih,Cempaka Putih Timur,"06o10’00,8”","106o52’15,7”",Krom Heksavalen,<0.003
Cempaka Putih,Cempaka Putih Timur,"06o10’00,8”","106o52’15,7”",Mangan (Mn),<0.05
Cempaka Putih,Cempaka Putih Timur,"06o10’00,8”","106o52’15,7”",Nitrat,1
Cempaka Putih,Cempaka Putih Timur,"06o10’00,8”","106o52’15,7”",Nitrit,0
Cempaka Putih,Cempaka Putih Timur,"06o10’00,8”","106o52’15,7”",Seng (Zn),0
Cempaka Putih,Cempaka Putih Timur,"06o10’00,8”","106o52’15,7”",Sulfat,30
Cempaka Putih,Cempaka Putih Timur,"06o10’00,8”","106o52’15,7”",Timah Hitam (Pb),0
Cempaka Putih,Cempaka Putih Timur,"06o10’00,8”","106o52’15,7”",Detergen,<0.03
Cempaka Putih,Cempaka Putih Timur,"06o10’00,8”","106o52’15,7”",Zat Organik,4
Cempaka Putih,Cempaka Putih Timur,"06o10’00,8”","106o52’15,7”",Total Coliform,5300
Cempaka Putih,Cempaka Putih Timur,"06o10’00,8”","106o52’15,7”",E.Coli,0
Cempaka Putih,Cempaka Putih Timur,"06o10’00,8”","106o52’15,7”",Indeks Pencemaran,7
Cempaka Putih,Cempaka Putih Timur,"06o10’00,8”","106o52’15,7”",Kategori,Tercemar Sedang
Cempaka Putih,Rawasari,"06o11’24,9”","106o52’15,9”",Warna,36
Cempaka Putih,Rawasari,"06o11’24,9”","106o52’15,9”",Kekeruhan,0
Cempaka Putih,Rawasari,"06o11’24,9”","106o52’15,9”",Air Raksa,<0.0003
Cempaka Putih,Rawasari,"06o11’24,9”","106o52’15,9”",Besi (Fe),0
Cempaka Putih,Rawasari,"06o11’24,9”","106o52’15,9”",Fluorida,0
Cempaka Putih,Rawasari,"06o11’24,9”","106o52’15,9”",Cadmium (Cd),0
Cempaka Putih,Rawasari,"06o11’24,9”","106o52’15,9”",Kesadahan,212
Cempaka Putih,Rawasari,"06o11’24,9”","106o52’15,9”",Krom Heksavalen,<0.003
Cempaka Putih,Rawasari,"06o11’24,9”","106o52’15,9”",Mangan (Mn),0
Cempaka Putih,Rawasari,"06o11’24,9”","106o52’15,9”",Nitrat,0
Cempaka Putih,Rawasari,"06o11’24,9”","106o52’15,9”",Nitrit,0
Cempaka Putih,Rawasari,"06o11’24,9”","106o52’15,9”",Seng (Zn),<0.01
Cempaka Putih,Rawasari,"06o11’24,9”","106o52’15,9”",Sulfat,78
Cempaka Putih,Rawasari,"06o11’24,9”","106o52’15,9”",Timah Hitam (Pb),0
Cempaka Putih,Rawasari,"06o11’24,9”","106o52’15,9”",Detergen,0
Cempaka Putih,Rawasari,"06o11’24,9”","106o52’15,9”",Zat Organik,0
Cempaka Putih,Rawasari,"06o11’24,9”","106o52’15,9”",Total Coliform,500
Cempaka Putih,Rawasari,"06o11’24,9”","106o52’15,9”",E.Coli,300
Cempaka Putih,Rawasari,"06o11’24,9”","106o52’15,9”",Indeks Pencemaran,4
Cempaka Putih,Rawasari,"06o11’24,9”","106o52’15,9”",Kategori,Tercemar Ringan
Menteng,Cikini,"06o11’20,49”","106o50’20,31”",Warna,25
Menteng,Cikini,"06o11’20,49”","106o50’20,31”",Kekeruhan,0
Menteng,Cikini,"06o11’20,49”","106o50’20,31”",Air Raksa,<0.0003
Menteng,Cikini,"06o11’20,49”","106o50’20,31”",Besi (Fe),0
Menteng,Cikini,"06o11’20,49”","106o50’20,31”",Fluorida,0
Menteng,Cikini,"06o11’20,49”","106o50’20,31”",Cadmium (Cd),0
Menteng,Cikini,"06o11’20,49”","106o50’20,31”",Kesadahan,74
Menteng,Cikini,"06o11’20,49”","106o50’20,31”",Krom Heksavalen,<0.003
Menteng,Cikini,"06o11’20,49”","106o50’20,31”",Mangan (Mn),<0.05
Menteng,Cikini,"06o11’20,49”","106o50’20,31”",Nitrat,2
Menteng,Cikini,"06o11’20,49”","106o50’20,31”",Nitrit,0
Menteng,Cikini,"06o11’20,49”","106o50’20,31”",Seng (Zn),0
Menteng,Cikini,"06o11’20,49”","106o50’20,31”",Sulfat,30
Menteng,Cikini,"06o11’20,49”","106o50’20,31”",Timah Hitam (Pb),0
Menteng,Cikini,"06o11’20,49”","106o50’20,31”",Detergen,<0.03
Menteng,Cikini,"06o11’20,49”","106o50’20,31”",Zat Organik,1
Menteng,Cikini,"06o11’20,49”","106o50’20,31”",Total Coliform,100
Menteng,Cikini,"06o11’20,49”","106o50’20,31”",E.Coli,0
Menteng,Cikini,"06o11’20,49”","106o50’20,31”",Indeks Pencemaran,1
Menteng,Cikini,"06o11’20,49”","106o50’20,31”",Kategori,Tercemar Ringan
Menteng,Gondangdia,"06o11’25,6”","106o50’05,3”",Warna,28
Menteng,Gondangdia,"06o11’25,6”","106o50’05,3”",Kekeruhan,1
Menteng,Gondangdia,"06o11’25,6”","106o50’05,3”",Air Raksa,<0.0003
Menteng,Gondangdia,"06o11’25,6”","106o50’05,3”",Besi (Fe),0
Menteng,Gondangdia,"06o11’25,6”","106o50’05,3”",Fluorida,0
Menteng,Gondangdia,"06o11’25,6”","106o50’05,3”",Cadmium (Cd),0
Menteng,Gondangdia,"06o11’25,6”","106o50’05,3”",Kesadahan,52
Menteng,Gondangdia,"06o11’25,6”","106o50’05,3”",Krom Heksavalen,<0.003
