kecamatan,kelurahan,lintang_selatan,bujur_timur,parameter,hasil_analisa
Mampang Perapatan,Kuningan Barat,"06o14’12,4” ","  106o49’14,5”",Kekeruhan,3
Mampang Perapatan,Kuningan Barat,"06o14’12,4” ","  106o49’14,5”",Air Raksa,<0.0003
Mampang Perapatan,Kuningan Barat,"06o14’12,4” ","  106o49’14,5”",Besi (Fe),0
Mampang Perapatan,Kuningan Barat,"06o14’12,4” ","  106o49’14,5”",Fluorida,0
Mampang Perapatan,Kuningan Barat,"06o14’12,4” ","  106o49’14,5”",Cadmium (Cd),0
Mampang Perapatan,Kuningan Barat,"06o14’12,4” ","  106o49’14,5”",Kesadahan,132
Mampang Perapatan,Kuningan Barat,"06o14’12,4” ","  106o49’14,5”",Krom Heksavalen,<0.003
Mampang Perapatan,Kuningan Barat,"06o14’12,4” ","  106o49’14,5”",Mangan (Mn),<0.5
Mampang Perapatan,Kuningan Barat,"06o14’12,4” ","  106o49’14,5”",Nitrat,0
Mampang Perapatan,Kuningan Barat,"06o14’12,4” ","  106o49’14,5”",Nitrit,0
Mampang Perapatan,Kuningan Barat,"06o14’12,4” ","  106o49’14,5”",Seng (Zn),<0.01
Mampang Perapatan,Kuningan Barat,"06o14’12,4” ","  106o49’14,5”",Sulfat,15
Mampang Perapatan,Kuningan Barat,"06o14’12,4” ","  106o49’14,5”",Timah Hitam (Pb),0
Mampang Perapatan,Kuningan Barat,"06o14’12,4” ","  106o49’14,5”",Detergen,0
Mampang Perapatan,Kuningan Barat,"06o14’12,4” ","  106o49’14,5”",Zat Organik,0
Mampang Perapatan,Kuningan Barat,"06o14’12,4” ","  106o49’14,5”",Total Coliform,0
Mampang Perapatan,Kuningan Barat,"06o14’12,4” ","  106o49’14,5”",E.Coli,0
Mampang Perapatan,Kuningan Barat,"06o14’12,4” ","  106o49’14,5”",Indeks Pencemaran,1
Mampang Perapatan,Kuningan Barat,"06o14’12,4” ","  106o49’14,5”",Kategori,Tercemar Ringan
Mampang Perapatan,Mampang Prapatan,"06o14’41,7” ","  106o49’44,3”",Warna,28
Mampang Perapatan,Mampang Prapatan,"06o14’41,7” ","  106o49’44,3”",Kekeruhan,0
Mampang Perapatan,Mampang Prapatan,"06o14’41,7” ","  106o49’44,3”",Air Raksa,<0.0003
Mampang Perapatan,Mampang Prapatan,"06o14’41,7” ","  106o49’44,3”",Besi (Fe),0
Mampang Perapatan,Mampang Prapatan,"06o14’41,7” ","  106o49’44,3”",Fluorida,0
Mampang Perapatan,Mampang Prapatan,"06o14’41,7” ","  106o49’44,3”",Cadmium (Cd),0
Mampang Perapatan,Mampang Prapatan,"06o14’41,7” ","  106o49’44,3”",Kesadahan,78
Mampang Perapatan,Mampang Prapatan,"06o14’41,7” ","  106o49’44,3”",Krom Heksavalen,<0.003
Mampang Perapatan,Mampang Prapatan,"06o14’41,7” ","  106o49’44,3”",Mangan (Mn),<0.05
Mampang Perapatan,Mampang Prapatan,"06o14’41,7” ","  106o49’44,3”",Nitrat,3
Mampang Perapatan,Mampang Prapatan,"06o14’41,7” ","  106o49’44,3”",Nitrit,0
Mampang Perapatan,Mampang Prapatan,"06o14’41,7” ","  106o49’44,3”",Seng (Zn),<0.01
Mampang Perapatan,Mampang Prapatan,"06o14’41,7” ","  106o49’44,3”",Sulfat,13
Mampang Perapatan,Mampang Prapatan,"06o14’41,7” ","  106o49’44,3”",Timah Hitam (Pb),0
Mampang Perapatan,Mampang Prapatan,"06o14’41,7” ","  106o49’44,3”",Detergen,0
Mampang Perapatan,Mampang Prapatan,"06o14’41,7” ","  106o49’44,3”",Zat Organik,0
Mampang Perapatan,Mampang Prapatan,"06o14’41,7” ","  106o49’44,3”",Total Coliform,0
Mampang Perapatan,Mampang Prapatan,"06o14’41,7” ","  106o49’44,3”",E.Coli,0
Mampang Perapatan,Mampang Prapatan,"06o14’41,7” ","  106o49’44,3”",Indeks Pencemaran,0
Mampang Perapatan,Mampang Prapatan,"06o14’41,7” ","  106o49’44,3”",Kategori,MemenuhiBaku Mutu
Mampang Perapatan,Pela Mampang,"06o15’10,6” ","  106o48’40,5”",Warna,28
Mampang Perapatan,Pela Mampang,"06o15’10,6” ","  106o48’40,5”",Kekeruhan,8
Mampang Perapatan,Pela Mampang,"06o15’10,6” ","  106o48’40,5”",Air Raksa,<0.0003
Mampang Perapatan,Pela Mampang,"06o15’10,6” ","  106o48’40,5”",Besi (Fe),0
Mampang Perapatan,Pela Mampang,"06o15’10,6” ","  106o48’40,5”",Fluorida,0
Mampang Perapatan,Pela Mampang,"06o15’10,6” ","  106o48’40,5”",Cadmium (Cd),0
Mampang Perapatan,Pela Mampang,"06o15’10,6” ","  106o48’40,5”",Kesadahan,182
Mampang Perapatan,Pela Mampang,"06o15’10,6” ","  106o48’40,5”",Krom Heksavalen,<0.003
Mampang Perapatan,Pela Mampang,"06o15’10,6” ","  106o48’40,5”",Mangan (Mn),2
Mampang Perapatan,Pela Mampang,"06o15’10,6” ","  106o48’40,5”",Nitrat,0
Mampang Perapatan,Pela Mampang,"06o15’10,6” ","  106o48’40,5”",Nitrit,0
Mampang Perapatan,Pela Mampang,"06o15’10,6” ","  106o48’40,5”",Seng (Zn),<0.01
Mampang Perapatan,Pela Mampang,"06o15’10,6” ","  106o48’40,5”",Sulfat,21
Mampang Perapatan,Pela Mampang,"06o15’10,6” ","  106o48’40,5”",Timah Hitam (Pb),0
Mampang Perapatan,Pela Mampang,"06o15’10,6” ","  106o48’40,5”",Detergen,0
Mampang Perapatan,Pela Mampang,"06o15’10,6” ","  106o48’40,5”",Zat Organik,0
Mampang Perapatan,Pela Mampang,"06o15’10,6” ","  106o48’40,5”",Total Coliform,2000
Mampang Perapatan,Pela Mampang,"06o15’10,6” ","  106o48’40,5”",E.Coli,300
Mampang Perapatan,Pela Mampang,"06o15’10,6” ","  106o48’40,5”",Indeks Pencemaran,6
Mampang Perapatan,Pela Mampang,"06o15’10,6” ","  106o48’40,5”",Kategori,Tercemar Sedang
Mampang Perapatan,Tegal Parang,"06o15’00,1” ","  106o50’00,7”",Warna,25
Mampang Perapatan,Tegal Parang,"06o15’00,1” ","  106o50’00,7”",Kekeruhan,0
Mampang Perapatan,Tegal Parang,"06o15’00,1” ","  106o50’00,7”",Air Raksa,<0.0003
Mampang Perapatan,Tegal Parang,"06o15’00,1” ","  106o50’00,7”",Besi (Fe),0
Mampang Perapatan,Tegal Parang,"06o15’00,1” ","  106o50’00,7”",Fluorida,0
Mampang Perapatan,Tegal Parang,"06o15’00,1” ","  106o50’00,7”",Cadmium (Cd),0
Mampang Perapatan,Tegal Parang,"06o15’00,1” ","  106o50’00,7”",Kesadahan,172
Mampang Perapatan,Tegal Parang,"06o15’00,1” ","  106o50’00,7”",Krom Heksavalen,<0.003
Mampang Perapatan,Tegal Parang,"06o15’00,1” ","  106o50’00,7”",Mangan (Mn),0
Mampang Perapatan,Tegal Parang,"06o15’00,1” ","  106o50’00,7”",Nitrat,3
Mampang Perapatan,Tegal Parang,"06o15’00,1” ","  106o50’00,7”",Nitrit,0
Mampang Perapatan,Tegal Parang,"06o15’00,1” ","  106o50’00,7”",Seng (Zn),<0.01
Mampang Perapatan,Tegal Parang,"06o15’00,1” ","  106o50’00,7”",Sulfat,15
Mampang Perapatan,Tegal Parang,"06o15’00,1” ","  106o50’00,7”",Timah Hitam (Pb),0
Mampang Perapatan,Tegal Parang,"06o15’00,1” ","  106o50’00,7”",Detergen,0
Mampang Perapatan,Tegal Parang,"06o15’00,1” ","  106o50’00,7”",Zat Organik,0
Mampang Perapatan,Tegal Parang,"06o15’00,1” ","  106o50’00,7”",Total Coliform,100
Mampang Perapatan,Tegal Parang,"06o15’00,1” ","  106o50’00,7”",E.Coli,0
Mampang Perapatan,Tegal Parang,"06o15’00,1” ","  106o50’00,7”",Indeks Pencemaran,2
Mampang Perapatan,Tegal Parang,"06o15’00,1” ","  106o50’00,7”",Kategori,Tercemar Ringan
Pasar Minggu,Cilandak timur,"06o18’25,6” ","  106o48’38,0”",Warna,226
Pasar Minggu,Cilandak timur,"06o18’25,6” ","  106o48’38,0”",Kekeruhan,43
Pasar Minggu,Cilandak timur,"06o18’25,6” ","  106o48’38,0”",Air Raksa,<0.0003
Pasar Minggu,Cilandak timur,"06o18’25,6” ","  106o48’38,0”",Besi (Fe),1
Pasar Minggu,Cilandak timur,"06o18’25,6” ","  106o48’38,0”",Fluorida,0
Pasar Minggu,Cilandak timur,"06o18’25,6” ","  106o48’38,0”",Cadmium (Cd),0
Pasar Minggu,Cilandak timur,"06o18’25,6” ","  106o48’38,0”",Kesadahan,99
Pasar Minggu,Cilandak timur,"06o18’25,6” ","  106o48’38,0”",Krom Heksavalen,<0.003
Pasar Minggu,Cilandak timur,"06o18’25,6” ","  106o48’38,0”",Mangan (Mn),0
Pasar Minggu,Cilandak timur,"06o18’25,6” ","  106o48’38,0”",Nitrat,1
Pasar Minggu,Cilandak timur,"06o18’25,6” ","  106o48’38,0”",Nitrit,0
Pasar Minggu,Cilandak timur,"06o18’25,6” ","  106o48’38,0”",Seng (Zn),<0.01
Pasar Minggu,Cilandak timur,"06o18’25,6” ","  106o48’38,0”",Sulfat,23
Pasar Minggu,Cilandak timur,"06o18’25,6” ","  106o48’38,0”",Timah Hitam (Pb),0
Pasar Minggu,Cilandak timur,"06o18’25,6” ","  106o48’38,0”",Detergen,0
Pasar Minggu,Cilandak timur,"06o18’25,6” ","  106o48’38,0”",Zat Organik,0
Pasar Minggu,Cilandak timur,"06o18’25,6” ","  106o48’38,0”",Total Coliform,0
Pasar Minggu,Cilandak timur,"06o18’25,6” ","  106o48’38,0”",E.Coli,0
Pasar Minggu,Cilandak timur,"06o18’25,6” ","  106o48’38,0”",Indeks Pencemaran,3
Pasar Minggu,Cilandak timur,"06o18’25,6” ","  106o48’38,0”",Kategori,Tercemar Ringan
Pasar Minggu,Jati Padang,"06o17’07,6” ","  106o50’05,6”",Warna,43
Pasar Minggu,Jati Padang,"06o17’07,6” ","  106o50’05,6”",Kekeruhan,2
Pasar Minggu,Jati Padang,"06o17’07,6” ","  106o50’05,6”",Air Raksa,<0.0003
Pasar Minggu,Jati Padang,"06o17’07,6” ","  106o50’05,6”",Besi (Fe),0
Pasar Minggu,Jati Padang,"06o17’07,6” ","  106o50’05,6”",Fluorida,0
Pasar Minggu,Jati Padang,"06o17’07,6” ","  106o50’05,6”",Cadmium (Cd),0
Pasar Minggu,Jati Padang,"06o17’07,6” ","  106o50’05,6”",Kesadahan,129
Pasar Minggu,Jati Padang,"06o17’07,6” ","  106o50’05,6”",Krom Heksavalen,<0.003
Pasar Minggu,Jati Padang,"06o17’07,6” ","  106o50’05,6”",Mangan (Mn),<0.05
Pasar Minggu,Jati Padang,"06o17’07,6” ","  106o50’05,6”",Nitrat,2
Pasar Minggu,Jati Padang,"06o17’07,6” ","  106o50’05,6”",Nitrit,0
Pasar Minggu,Jati Padang,"06o17’07,6” ","  106o50’05,6”",Seng (Zn),<0.01
Pasar Minggu,Jati Padang,"06o17’07,6” ","  106o50’05,6”",Sulfat,18
Pasar Minggu,Jati Padang,"06o17’07,6” ","  106o50’05,6”",Timah Hitam (Pb),0
Pasar Minggu,Jati Padang,"06o17’07,6” ","  106o50’05,6”",Detergen,0
Pasar Minggu,Jati Padang,"06o17’07,6” ","  106o50’05,6”",Zat Organik,0
Pasar Minggu,Jati Padang,"06o17’07,6” ","  106o50’05,6”",Total Coliform,100
Pasar Minggu,Jati Padang,"06o17’07,6” ","  106o50’05,6”",E.Coli,0
Pasar Minggu,Jati Padang,"06o17’07,6” ","  106o50’05,6”",Indeks Pencemaran,1
Pasar Minggu,Jati Padang,"06o17’07,6” ","  106o50’05,6”",Kategori,Tercemar Ringan
Pasar Minggu,Kebagusan,"06o18’47,7” ","  106o49’48,2”",Warna,40
Pasar Minggu,Kebagusan,"06o18’47,7” ","  106o49’48,2”",Kekeruhan,0
Pasar Minggu,Kebagusan,"06o18’47,7” ","  106o49’48,2”",Air Raksa,<0.0003
Pasar Minggu,Kebagusan,"06o18’47,7” ","  106o49’48,2”",Besi (Fe),0
Pasar Minggu,Kebagusan,"06o18’47,7” ","  106o49’48,2”",Fluorida,0
Pasar Minggu,Kebagusan,"06o18’47,7” ","  106o49’48,2”",Cadmium (Cd),0
Pasar Minggu,Kebagusan,"06o18’47,7” ","  106o49’48,2”",Kesadahan,50
Pasar Minggu,Kebagusan,"06o18’47,7” ","  106o49’48,2”",Krom Heksavalen,<0.003
Pasar Minggu,Kebagusan,"06o18’47,7” ","  106o49’48,2”",Mangan (Mn),0
Pasar Minggu,Kebagusan,"06o18’47,7” ","  106o49’48,2”",Nitrat,3
Pasar Minggu,Kebagusan,"06o18’47,7” ","  106o49’48,2”",Nitrit,0
Pasar Minggu,Kebagusan,"06o18’47,7” ","  106o49’48,2”",Seng (Zn),0
Pasar Minggu,Kebagusan,"06o18’47,7” ","  106o49’48,2”",Sulfat,17
Pasar Minggu,Kebagusan,"06o18’47,7” ","  106o49’48,2”",Timah Hitam (Pb),0
Pasar Minggu,Kebagusan,"06o18’47,7” ","  106o49’48,2”",Detergen,0
Pasar Minggu,Kebagusan,"06o18’47,7” ","  106o49’48,2”",Zat Organik,0
Pasar Minggu,Kebagusan,"06o18’47,7” ","  106o49’48,2”",Total Coliform,0
Pasar Minggu,Kebagusan,"06o18’47,7” ","  106o49’48,2”",E.Coli,0
Pasar Minggu,Kebagusan,"06o18’47,7” ","  106o49’48,2”",Indeks Pencemaran,2
Pasar Minggu,Kebagusan,"06o18’47,7” ","  106o49’48,2”",Kategori,Tercemar Ringan
Pasar Minggu,Pasar Minggu,"06o17’09,4” ","  106o50’25,5”",Warna,36
Pasar Minggu,Pasar Minggu,"06o17’09,4” ","  106o50’25,5”",Kekeruhan,0
Pasar Minggu,Pasar Minggu,"06o17’09,4” ","  106o50’25,5”",Air Raksa,<0.0003
Pasar Minggu,Pasar Minggu,"06o17’09,4” ","  106o50’25,5”",Besi (Fe),0
Pasar Minggu,Pasar Minggu,"06o17’09,4” ","  106o50’25,5”",Fluorida,0
Pasar Minggu,Pasar Minggu,"06o17’09,4” ","  106o50’25,5”",Cadmium (Cd),0
Pasar Minggu,Pasar Minggu,"06o17’09,4” ","  106o50’25,5”",Kesadahan,89
Pasar Minggu,Pasar Minggu,"06o17’09,4” ","  106o50’25,5”",Krom Heksavalen,<0.003
Pasar Minggu,Pasar Minggu,"06o17’09,4” ","  106o50’25,5”",Mangan (Mn),<0.05
Pasar Minggu,Pasar Minggu,"06o17’09,4” ","  106o50’25,5”",Nitrat,2
Pasar Minggu,Pasar Minggu,"06o17’09,4” ","  106o50’25,5”",Nitrit,0
Pasar Minggu,Pasar Minggu,"06o17’09,4” ","  106o50’25,5”",Seng (Zn),0
Pasar Minggu,Pasar Minggu,"06o17’09,4” ","  106o50’25,5”",Sulfat,17
Pasar Minggu,Pasar Minggu,"06o17’09,4” ","  106o50’25,5”",Timah Hitam (Pb),0
Pasar Minggu,Pasar Minggu,"06o17’09,4” ","  106o50’25,5”",Detergen,0
Pasar Minggu,Pasar Minggu,"06o17’09,4” ","  106o50’25,5”",Zat Organik,0
Pasar Minggu,Pasar Minggu,"06o17’09,4” ","  106o50’25,5”",Total Coliform,0
Pasar Minggu,Pasar Minggu,"06o17’09,4” ","  106o50’25,5”",E.Coli,0
Pasar Minggu,Pasar Minggu,"06o17’09,4” ","  106o50’25,5”",Indeks Pencemaran,2
Pasar Minggu,Pasar Minggu,"06o17’09,4” ","  106o50’25,5”",Kategori,Tercemar Ringan
Pasar Minggu,Pejaten Barat,"06o16’11,8” ","  106o50’14,6”",Warna,40
Pasar Minggu,Pejaten Barat,"06o16’11,8” ","  106o50’14,6”",Kekeruhan,0
Pasar Minggu,Pejaten Barat,"06o16’11,8” ","  106o50’14,6”",Air Raksa,<0.0003
Pasar Minggu,Pejaten Barat,"06o16’11,8” ","  106o50’14,6”",Besi (Fe),0
Pasar Minggu,Pejaten Barat,"06o16’11,8” ","  106o50’14,6”",Fluorida,0
Pasar Minggu,Pejaten Barat,"06o16’11,8” ","  106o50’14,6”",Cadmium (Cd),0
Pasar Minggu,Pejaten Barat,"06o16’11,8” ","  106o50’14,6”",Kesadahan,118
Pasar Minggu,Pejaten Barat,"06o16’11,8” ","  106o50’14,6”",Krom Heksavalen,<0.003
Pasar Minggu,Pejaten Barat,"06o16’11,8” ","  106o50’14,6”",Mangan (Mn),<0.05
Pasar Minggu,Pejaten Barat,"06o16’11,8” ","  106o50’14,6”",Nitrat,3
Pasar Minggu,Pejaten Barat,"06o16’11,8” ","  106o50’14,6”",Nitrit,0
Pasar Minggu,Pejaten Barat,"06o16’11,8” ","  106o50’14,6”",Seng (Zn),<0.01
Pasar Minggu,Pejaten Barat,"06o16’11,8” ","  106o50’14,6”",Sulfat,18
Pasar Minggu,Pejaten Barat,"06o16’11,8” ","  106o50’14,6”",Timah Hitam (Pb),0
Pasar Minggu,Pejaten Barat,"06o16’11,8” ","  106o50’14,6”",Detergen,0
Pasar Minggu,Pejaten Barat,"06o16’11,8” ","  106o50’14,6”",Zat Organik,0
Pasar Minggu,Pejaten Barat,"06o16’11,8” ","  106o50’14,6”",Total Coliform,1100
Pasar Minggu,Pejaten Barat,"06o16’11,8” ","  106o50’14,6”",E.Coli,600
Pasar Minggu,Pejaten Barat,"06o16’11,8” ","  106o50’14,6”",Indeks Pencemaran,5
Pasar Minggu,Pejaten Barat,"06o16’11,8” ","  106o50’14,6”",Kategori,Tercemar Sedang
Pasar Minggu,Pejaten Timur,"06o17’40,0” ","  106o50’42,8”",Warna,62
Pasar Minggu,Pejaten Timur,"06o17’40,0” ","  106o50’42,8”",Kekeruhan,0
Pasar Minggu,Pejaten Timur,"06o17’40,0” ","  106o50’42,8”",Air Raksa,<0.0003
Pasar Minggu,Pejaten Timur,"06o17’40,0” ","  106o50’42,8”",Besi (Fe),0
Pasar Minggu,Pejaten Timur,"06o17’40,0” ","  106o50’42,8”",Fluorida,0
Pasar Minggu,Pejaten Timur,"06o17’40,0” ","  106o50’42,8”",Cadmium (Cd),0
Pasar Minggu,Pejaten Timur,"06o17’40,0” ","  106o50’42,8”",Kesadahan,87
Pasar Minggu,Pejaten Timur,"06o17’40,0” ","  106o50’42,8”",Krom Heksavalen,<0.003
Pasar Minggu,Pejaten Timur,"06o17’40,0” ","  106o50’42,8”",Mangan (Mn),<0.05
Pasar Minggu,Pejaten Timur,"06o17’40,0” ","  106o50’42,8”",Nitrat,2
Pasar Minggu,Pejaten Timur,"06o17’40,0” ","  106o50’42,8”",Nitrit,0
Pasar Minggu,Pejaten Timur,"06o17’40,0” ","  106o50’42,8”",Seng (Zn),<0.01
Pasar Minggu,Pejaten Timur,"06o17’40,0” ","  106o50’42,8”",Sulfat,16
Pasar Minggu,Pejaten Timur,"06o17’40,0” ","  106o50’42,8”",Timah Hitam (Pb),0
Pasar Minggu,Pejaten Timur,"06o17’40,0” ","  106o50’42,8”",Detergen,0
Pasar Minggu,Pejaten Timur,"06o17’40,0” ","  106o50’42,8”",Zat Organik,0
Pasar Minggu,Pejaten Timur,"06o17’40,0” ","  106o50’42,8”",Total Coliform,400
Pasar Minggu,Pejaten Timur,"06o17’40,0” ","  106o50’42,8”",E.Coli,0
Pasar Minggu,Pejaten Timur,"06o17’40,0” ","  106o50’42,8”",Indeks Pencemaran,3
Pasar Minggu,Pejaten Timur,"06o17’40,0” ","  106o50’42,8”",Kategori,Tercemar Ringan
Pasar Minggu,Ragunan,"06o18’19,3”","  106o49’10,6”",Warna,45
Pasar Minggu,Ragunan,"06o18’19,3”","  106o49’10,6”",Kekeruhan,1
Pasar Minggu,Ragunan,"06o18’19,3”","  106o49’10,6”",Air Raksa,<0.0003
Pasar Minggu,Ragunan,"06o18’19,3”","  106o49’10,6”",Besi (Fe),0
Pasar Minggu,Ragunan,"06o18’19,3”","  106o49’10,6”",Fluorida,0
Pasar Minggu,Ragunan,"06o18’19,3”","  106o49’10,6”",Cadmium (Cd),0
Pasar Minggu,Ragunan,"06o18’19,3”","  106o49’10,6”",Kesadahan,85
Pasar Minggu,Ragunan,"06o18’19,3”","  106o49’10,6”",Krom Heksavalen,<0.003
Pasar Minggu,Ragunan,"06o18’19,3”","  106o49’10,6”",Mangan (Mn),0
Pasar Minggu,Ragunan,"06o18’19,3”","  106o49’10,6”",Nitrat,3
Pasar Minggu,Ragunan,"06o18’19,3”","  106o49’10,6”",Nitrit,0
Pasar Minggu,Ragunan,"06o18’19,3”","  106o49’10,6”",Seng (Zn),0
Pasar Minggu,Ragunan,"06o18’19,3”","  106o49’10,6”",Sulfat,16
Pasar Minggu,Ragunan,"06o18’19,3”","  106o49’10,6”",Timah Hitam (Pb),0
Pasar Minggu,Ragunan,"06o18’19,3”","  106o49’10,6”",Detergen,0
Pasar Minggu,Ragunan,"06o18’19,3”","  106o49’10,6”",Zat Organik,0
Pasar Minggu,Ragunan,"06o18’19,3”","  106o49’10,6”",Total Coliform,0
Pasar Minggu,Ragunan,"06o18’19,3”","  106o49’10,6”",E.Coli,0
Pasar Minggu,Ragunan,"06o18’19,3”","  106o49’10,6”",Indeks Pencemaran,2
Pasar Minggu,Ragunan,"06o18’19,3”","  106o49’10,6”",Kategori,Tercemar Ringan
Kebayoran Lama,Cipulir,"06o14’22,1” ","  106o46’34,2”",Warna,22
Kebayoran Lama,Cipulir,"06o14’22,1” ","  106o46’34,2”",Kekeruhan,0
Kebayoran Lama,Cipulir,"06o14’22,1” ","  106o46’34,2”",Air Raksa,<0.0003
Kebayoran Lama,Cipulir,"06o14’22,1” ","  106o46’34,2”",Besi (Fe),0
Kebayoran Lama,Cipulir,"06o14’22,1” ","  106o46’34,2”",Fluorida,0
Kebayoran Lama,Cipulir,"06o14’22,1” ","  106o46’34,2”",Cadmium (Cd),0
Kebayoran Lama,Cipulir,"06o14’22,1” ","  106o46’34,2”",Kesadahan,139
Kebayoran Lama,Cipulir,"06o14’22,1” ","  106o46’34,2”",Krom Heksavalen,<0.003
Kebayoran Lama,Cipulir,"06o14’22,1” ","  106o46’34,2”",Mangan (Mn),<0.05
Kebayoran Lama,Cipulir,"06o14’22,1” ","  106o46’34,2”",Nitrat,2
Kebayoran Lama,Cipulir,"06o14’22,1” ","  106o46’34,2”",Nitrit,0
Kebayoran Lama,Cipulir,"06o14’22,1” ","  106o46’34,2”",Seng (Zn),<0.01
Kebayoran Lama,Cipulir,"06o14’22,1” ","  106o46’34,2”",Sulfat,8
Kebayoran Lama,Cipulir,"06o14’22,1” ","  106o46’34,2”",Timah Hitam (Pb),0
Kebayoran Lama,Cipulir,"06o14’22,1” ","  106o46’34,2”",Detergen,0
Kebayoran Lama,Cipulir,"06o14’22,1” ","  106o46’34,2”",Zat Organik,0
Kebayoran Lama,Cipulir,"06o14’22,1” ","  106o46’34,2”",Total Coliform,100
Kebayoran Lama,Cipulir,"06o14’22,1” ","  106o46’34,2”",E.Coli,0
Kebayoran Lama,Cipulir,"06o14’22,1” ","  106o46’34,2”",Indeks Pencemaran,1
Kebayoran Lama,Cipulir,"06o14’22,1” ","  106o46’34,2”",Kategori,Tercemar Ringan
Kebayoran Lama,Grogol Selatan,"06o13’49,9” ","  106o47’00,3”",Warna,19
Kebayoran Lama,Grogol Selatan,"06o13’49,9” ","  106o47’00,3”",Kekeruhan,0
Kebayoran Lama,Grogol Selatan,"06o13’49,9” ","  106o47’00,3”",Air Raksa,<0.0003
Kebayoran Lama,Grogol Selatan,"06o13’49,9” ","  106o47’00,3”",Besi (Fe),0
Kebayoran Lama,Grogol Selatan,"06o13’49,9” ","  106o47’00,3”",Fluorida,0
Kebayoran Lama,Grogol Selatan,"06o13’49,9” ","  106o47’00,3”",Cadmium (Cd),0
Kebayoran Lama,Grogol Selatan,"06o13’49,9” ","  106o47’00,3”",Kesadahan,93
Kebayoran Lama,Grogol Selatan,"06o13’49,9” ","  106o47’00,3”",Krom Heksavalen,<0.003
Kebayoran Lama,Grogol Selatan,"06o13’49,9” ","  106o47’00,3”",Mangan (Mn),<0.05
Kebayoran Lama,Grogol Selatan,"06o13’49,9” ","  106o47’00,3”",Nitrat,2
Kebayoran Lama,Grogol Selatan,"06o13’49,9” ","  106o47’00,3”",Nitrit,0
Kebayoran Lama,Grogol Selatan,"06o13’49,9” ","  106o47’00,3”",Seng (Zn),0
Kebayoran Lama,Grogol Selatan,"06o13’49,9” ","  106o47’00,3”",Sulfat,17
Kebayoran Lama,Grogol Selatan,"06o13’49,9” ","  106o47’00,3”",Timah Hitam (Pb),0
Kebayoran Lama,Grogol Selatan,"06o13’49,9” ","  106o47’00,3”",Detergen,0
Kebayoran Lama,Grogol Selatan,"06o13’49,9” ","  106o47’00,3”",Zat Organik,0
Kebayoran Lama,Grogol Selatan,"06o13’49,9” ","  106o47’00,3”",Total Coliform,400
Kebayoran Lama,Grogol Selatan,"06o13’49,9” ","  106o47’00,3”",E.Coli,100
Kebayoran Lama,Grogol Selatan,"06o13’49,9” ","  106o47’00,3”",Indeks Pencemaran,3
Kebayoran Lama,Grogol Selatan,"06o13’49,9” ","  106o47’00,3”",Kategori,Tercemar Ringan
Kebayoran Lama,Grogol Utara,"06o12’39,3” ","  106o47’21,8”",Warna,28
Kebayoran Lama,Grogol Utara,"06o12’39,3” ","  106o47’21,8”",Kekeruhan,1
Kebayoran Lama,Grogol Utara,"06o12’39,3” ","  106o47’21,8”",Air Raksa,<0.0003
Kebayoran Lama,Grogol Utara,"06o12’39,3” ","  106o47’21,8”",Besi (Fe),0
Kebayoran Lama,Grogol Utara,"06o12’39,3” ","  106o47’21,8”",Fluorida,0
Kebayoran Lama,Grogol Utara,"06o12’39,3” ","  106o47’21,8”",Cadmium (Cd),0
Kebayoran Lama,Grogol Utara,"06o12’39,3” ","  106o47’21,8”",Kesadahan,147
Kebayoran Lama,Grogol Utara,"06o12’39,3” ","  106o47’21,8”",Krom Heksavalen,<0.003
Kebayoran Lama,Grogol Utara,"06o12’39,3” ","  106o47’21,8”",Mangan (Mn),1
Kebayoran Lama,Grogol Utara,"06o12’39,3” ","  106o47’21,8”",Nitrat,0
Kebayoran Lama,Grogol Utara,"06o12’39,3” ","  106o47’21,8”",Nitrit,0
Kebayoran Lama,Grogol Utara,"06o12’39,3” ","  106o47’21,8”",Seng (Zn),<0.01
Kebayoran Lama,Grogol Utara,"06o12’39,3” ","  106o47’21,8”",Sulfat,9
Kebayoran Lama,Grogol Utara,"06o12’39,3” ","  106o47’21,8”",Timah Hitam (Pb),0
Kebayoran Lama,Grogol Utara,"06o12’39,3” ","  106o47’21,8”",Detergen,0
Kebayoran Lama,Grogol Utara,"06o12’39,3” ","  106o47’21,8”",Zat Organik,0
Kebayoran Lama,Grogol Utara,"06o12’39,3” ","  106o47’21,8”",Total Coliform,0
Kebayoran Lama,Grogol Utara,"06o12’39,3” ","  106o47’21,8”",E.Coli,0
Kebayoran Lama,Grogol Utara,"06o12’39,3” ","  106o47’21,8”",Indeks Pencemaran,2
Kebayoran Lama,Grogol Utara,"06o12’39,3” ","  106o47’21,8”",Kategori,Tercemar Ringan
Kebayoran Lama,kebayoran lam a selatan,"06o14’54,1” ","  106o46’59,2”",Warna,22
Kebayoran Lama,kebayoran lam a selatan,"06o14’54,1” ","  106o46’59,2”",Kekeruhan,0
Kebayoran Lama,kebayoran lam a selatan,"06o14’54,1” ","  106o46’59,2”",Air Raksa,<0.0003
Kebayoran Lama,kebayoran lam a selatan,"06o14’54,1” ","  106o46’59,2”",Besi (Fe),0
Kebayoran Lama,kebayoran lam a selatan,"06o14’54,1” ","  106o46’59,2”",Fluorida,0
Kebayoran Lama,kebayoran lam a selatan,"06o14’54,1” ","  106o46’59,2”",Cadmium (Cd),0
